,teamname,Champion,bot,jng,mid,sup,top
1131,Team Vitality,Nidalee,0.0,0.0,0.0,0.0,0.0
1132,Team Vitality,Nilah,0.0,0.0,0.0,0.0,0.0
1133,Team Vitality,Nocturne,0.0,0.0,0.0,0.0,0.0
1134,Team Vitality,Olaf,0.0,1.732050808,0.0,0.0,0.0
1135,Team Vitality,Orianna,0.0,0.0,2.645751311,0.0,0.0
1136,Team Vitality,Ornn,0.0,0.0,0.0,0.0,1.414213562
1137,Team Vitality,Pantheon,0.0,0.0,0.0,0.0,0.0
1138,Team Vitality,Poppy,0.0,0.0,0.0,0.0,0.0
1139,Team Vitality,Pyke,0.0,0.0,0.0,0.0,0.0
1140,Team Vitality,Qiyana,0.0,1.0,0.0,0.0,0.0
1141,Team Vitality,Rakan,0.0,0.0,0.0,2.236067977,0.0
1142,Team Vitality,Rell,0.0,0.0,0.0,0.0,0.0
1143,Team Vitality,Renata Glasc,0.0,0.0,0.0,2.449489743,0.0
1144,Team Vitality,Renekton,0.0,0.0,0.0,0.0,1.732050808
1145,Team Vitality,Rumble,0.0,0.0,0.0,0.0,0.0
1146,Team Vitality,Ryze,0.0,0.0,1.732050808,0.0,0.0
1147,Team Vitality,Samira,0.0,0.0,0.0,0.0,0.0
1148,Team Vitality,Sejuani,0.0,0.0,0.0,0.0,1.0
1149,Team Vitality,Senna,2.0,0.0,0.0,0.0,0.0
1150,Team Vitality,Seraphine,0.0,0.0,0.0,0.0,0.0
1151,Team Vitality,Sett,0.0,0.0,0.0,0.0,0.0
1152,Team Vitality,Shyvana,0.0,0.0,0.0,0.0,0.0
1153,Team Vitality,Sion,0.0,0.0,0.0,0.0,0.0
1154,Team Vitality,Sivir,1.732050808,0.0,0.0,0.0,0.0
1155,Team Vitality,Skarner,0.0,0.0,0.0,0.0,0.0
1156,Team Vitality,Sona,0.0,0.0,0.0,0.0,0.0
1157,Team Vitality,Soraka,0.0,0.0,0.0,0.0,0.0
1158,Team Vitality,Swain,0.0,0.0,1.0,0.0,0.0
1159,Team Vitality,Sylas,0.0,0.0,1.0,0.0,0.0
1160,Team Vitality,Syndra,0.0,0.0,1.0,0.0,0.0
1161,Team Vitality,Tahm Kench,0.0,0.0,0.0,3.464101615,0.0
1162,Team Vitality,Taliyah,0.0,0.0,1.414213562,0.0,0.0
1163,Team Vitality,Taric,0.0,0.0,0.0,0.0,0.0
1164,Team Vitality,Thresh,0.0,0.0,0.0,2.645751311,0.0
1165,Team Vitality,Tristana,0.0,0.0,0.0,0.0,0.0
1166,Team Vitality,Trundle,0.0,2.645751311,0.0,0.0,0.0
1167,Team Vitality,Tryndamere,0.0,0.0,0.0,0.0,0.0
1168,Team Vitality,Twisted Fate,0.0,0.0,1.414213562,0.0,0.0
1169,Team Vitality,Twitch,0.0,0.0,0.0,0.0,0.0
1170,Team Vitality,Varus,0.0,0.0,0.0,0.0,0.0
1171,Team Vitality,Vayne,1.0,0.0,0.0,0.0,0.0
1172,Team Vitality,Veigar,0.0,0.0,0.0,0.0,0.0
1173,Team Vitality,Vex,0.0,0.0,1.0,0.0,0.0
1174,Team Vitality,Vi,0.0,0.0,0.0,0.0,0.0
1175,Team Vitality,Viego,0.0,2.0,0.0,0.0,0.0
1176,Team Vitality,Viktor,0.0,0.0,1.0,0.0,0.0
1177,Team Vitality,Volibear,0.0,2.0,0.0,0.0,0.0
1178,Team Vitality,Wukong,0.0,2.0,0.0,0.0,1.0
1179,Team Vitality,Xayah,2.236067977,0.0,0.0,0.0,0.0
1180,Team Vitality,Xin Zhao,0.0,2.828427125,0.0,0.0,0.0
1181,Team Vitality,Yasuo,0.0,0.0,1.414213562,0.0,0.0
1182,Team Vitality,Yone,0.0,0.0,1.0,0.0,0.0
1183,Team Vitality,Yuumi,0.0,0.0,0.0,1.414213562,0.0
1184,Team Vitality,Zac,0.0,0.0,0.0,0.0,0.0
1185,Team Vitality,Zeri,2.236067977,0.0,0.0,0.0,0.0
1186,Team Vitality,Ziggs,0.0,0.0,0.0,0.0,0.0
1187,Team Vitality,Zilean,0.0,0.0,1.0,1.0,0.0
1188,Team Vitality,Zoe,0.0,0.0,0.0,0.0,0.0
1189,Team Vitality,Zyra,0.0,0.0,0.0,0.0,0.0
