,teamname,Champion,bot,jng,mid,sup,top
992,Team BDS,Kassadin,0.0,0.0,0.0,0.0,0.0
993,Team BDS,Kayle,0.0,0.0,0.0,0.0,0.0
994,Team BDS,Kennen,0.0,0.0,0.0,0.0,1.414213562
995,Team BDS,Kled,0.0,0.0,0.0,0.0,0.0
996,Team BDS,Kog'Maw,0.0,0.0,1.414213562,0.0,0.0
997,Team BDS,LeBlanc,0.0,0.0,2.449489743,0.0,0.0
998,Team BDS,Lee Sin,0.0,1.414213562,0.0,0.0,0.0
999,Team BDS,Leona,0.0,0.0,0.0,2.0,0.0
1000,Team BDS,Lillia,0.0,0.0,0.0,0.0,0.0
1001,Team BDS,Lissandra,0.0,0.0,1.0,0.0,0.0
1002,Team BDS,Lucian,1.0,0.0,0.0,0.0,0.0
1003,Team BDS,Lulu,0.0,0.0,0.0,1.414213562,0.0
1004,Team BDS,Lux,0.0,0.0,0.0,0.0,0.0
1005,Team BDS,Malphite,0.0,0.0,0.0,0.0,0.0
1006,Team BDS,Malzahar,0.0,0.0,0.0,0.0,0.0
1007,Team BDS,Miss Fortune,1.0,0.0,0.0,0.0,0.0
1008,Team BDS,Mordekaiser,0.0,0.0,0.0,0.0,0.0
1009,Team BDS,Morgana,0.0,0.0,0.0,0.0,0.0
1010,Team BDS,Nami,0.0,0.0,0.0,1.0,0.0
1011,Team BDS,Nautilus,0.0,0.0,0.0,2.0,0.0
1012,Team BDS,Nidalee,0.0,0.0,0.0,0.0,0.0
1013,Team BDS,Nilah,0.0,0.0,0.0,0.0,0.0
1014,Team BDS,Nocturne,0.0,0.0,0.0,0.0,0.0
1015,Team BDS,Olaf,0.0,0.0,0.0,0.0,1.414213562
1016,Team BDS,Orianna,0.0,0.0,0.0,0.0,0.0
1017,Team BDS,Ornn,0.0,0.0,0.0,0.0,1.414213562
1018,Team BDS,Pantheon,0.0,0.0,0.0,0.0,0.0
1019,Team BDS,Poppy,0.0,1.414213562,0.0,0.0,0.0
1020,Team BDS,Pyke,0.0,0.0,0.0,0.0,0.0
1021,Team BDS,Qiyana,0.0,0.0,1.0,0.0,0.0
1022,Team BDS,Rakan,0.0,0.0,0.0,1.414213562,0.0
1023,Team BDS,Rell,0.0,0.0,0.0,0.0,0.0
1024,Team BDS,Renata Glasc,0.0,0.0,0.0,1.0,0.0
1025,Team BDS,Renekton,0.0,0.0,0.0,0.0,0.0
1026,Team BDS,Rumble,0.0,0.0,0.0,0.0,0.0
1027,Team BDS,Ryze,0.0,0.0,1.732050808,0.0,0.0
1028,Team BDS,Samira,0.0,0.0,0.0,0.0,0.0
1029,Team BDS,Sejuani,0.0,0.0,0.0,0.0,1.414213562
1030,Team BDS,Senna,1.0,0.0,0.0,1.0,0.0
1031,Team BDS,Seraphine,1.0,0.0,0.0,0.0,0.0
1032,Team BDS,Sett,0.0,0.0,0.0,0.0,1.0
1033,Team BDS,Shyvana,0.0,0.0,0.0,0.0,0.0
1034,Team BDS,Sion,1.0,0.0,0.0,0.0,2.0
1035,Team BDS,Sivir,1.0,0.0,0.0,0.0,0.0
1036,Team BDS,Skarner,0.0,1.0,0.0,0.0,0.0
1037,Team BDS,Sona,0.0,0.0,0.0,0.0,0.0
1038,Team BDS,Soraka,0.0,0.0,0.0,1.0,0.0
1039,Team BDS,Swain,0.0,0.0,1.414213562,0.0,0.0
1040,Team BDS,Sylas,0.0,0.0,1.732050808,0.0,0.0
1041,Team BDS,Syndra,0.0,0.0,1.732050808,0.0,0.0
1042,Team BDS,Tahm Kench,0.0,0.0,0.0,2.0,0.0
1043,Team BDS,Taliyah,0.0,0.0,1.0,0.0,0.0
1044,Team BDS,Taric,0.0,0.0,0.0,0.0,0.0
1045,Team BDS,Thresh,0.0,0.0,0.0,1.0,0.0
1046,Team BDS,Tristana,0.0,0.0,0.0,0.0,0.0
1047,Team BDS,Trundle,0.0,0.0,0.0,0.0,0.0
1048,Team BDS,Tryndamere,0.0,0.0,0.0,0.0,1.0
1049,Team BDS,Twisted Fate,0.0,0.0,1.0,0.0,0.0
1050,Team BDS,Twitch,1.732050808,0.0,0.0,0.0,0.0
1051,Team BDS,Varus,1.732050808,0.0,0.0,0.0,0.0
1052,Team BDS,Vayne,0.0,0.0,0.0,0.0,0.0
1053,Team BDS,Veigar,0.0,0.0,0.0,0.0,0.0
1054,Team BDS,Vex,0.0,0.0,1.0,0.0,0.0
1055,Team BDS,Vi,0.0,0.0,0.0,0.0,0.0
1056,Team BDS,Viego,0.0,2.0,0.0,0.0,0.0
1057,Team BDS,Viktor,0.0,0.0,1.0,0.0,0.0
1058,Team BDS,Volibear,0.0,1.414213562,0.0,0.0,0.0
1059,Team BDS,Wukong,0.0,2.0,0.0,0.0,0.0
1060,Team BDS,Xayah,0.0,0.0,0.0,0.0,0.0
1061,Team BDS,Xin Zhao,0.0,3.0,0.0,0.0,0.0
1062,Team BDS,Yasuo,0.0,0.0,1.0,0.0,0.0
1063,Team BDS,Yone,0.0,0.0,0.0,0.0,0.0
1064,Team BDS,Yuumi,0.0,0.0,0.0,1.414213562,0.0
1065,Team BDS,Zac,0.0,0.0,0.0,0.0,0.0
1066,Team BDS,Zeri,1.0,0.0,0.0,0.0,0.0
1067,Team BDS,Ziggs,0.0,0.0,0.0,0.0,0.0
1068,Team BDS,Zilean,0.0,0.0,0.0,1.414213562,0.0
1069,Team BDS,Zoe,0.0,0.0,1.414213562,0.0,0.0
1070,Team BDS,Zyra,0.0,0.0,0.0,0.0,0.0
