,teamname,Champion,bot,jng,mid,sup,top
771,Rogue,Morgana,0.0,0.0,0.0,0.0,0.0
772,Rogue,Nami,0.0,0.0,0.0,3.0,0.0
773,Rogue,Nautilus,0.0,0.0,0.0,2.0,0.0
774,Rogue,Nidalee,0.0,0.0,0.0,0.0,0.0
775,Rogue,Nilah,0.0,0.0,0.0,0.0,0.0
776,Rogue,Nocturne,0.0,0.0,0.0,0.0,0.0
777,Rogue,Olaf,0.0,0.0,0.0,0.0,0.0
778,Rogue,Orianna,0.0,0.0,2.828427125,0.0,0.0
779,Rogue,Ornn,0.0,0.0,0.0,0.0,3.605551275
780,Rogue,Pantheon,0.0,1.0,0.0,0.0,0.0
781,Rogue,Poppy,0.0,1.732050808,0.0,0.0,0.0
782,Rogue,Pyke,0.0,0.0,0.0,0.0,0.0
783,Rogue,Qiyana,0.0,0.0,0.0,0.0,0.0
784,Rogue,Rakan,0.0,0.0,0.0,3.464101615,0.0
785,Rogue,Rell,0.0,0.0,0.0,0.0,0.0
786,Rogue,Renata Glasc,0.0,0.0,0.0,1.732050808,0.0
787,Rogue,Renekton,0.0,0.0,0.0,0.0,3.16227766
788,Rogue,Rumble,0.0,0.0,0.0,0.0,1.414213562
789,Rogue,Ryze,0.0,0.0,1.732050808,0.0,0.0
790,Rogue,Samira,0.0,0.0,0.0,0.0,0.0
791,Rogue,Sejuani,0.0,1.0,0.0,1.0,0.0
792,Rogue,Senna,1.414213562,0.0,0.0,0.0,0.0
793,Rogue,Seraphine,0.0,0.0,0.0,1.0,0.0
794,Rogue,Sett,0.0,0.0,0.0,0.0,0.0
795,Rogue,Shyvana,0.0,0.0,0.0,0.0,0.0
796,Rogue,Sion,0.0,0.0,0.0,0.0,0.0
797,Rogue,Sivir,2.449489743,0.0,0.0,0.0,0.0
798,Rogue,Skarner,0.0,0.0,0.0,0.0,0.0
799,Rogue,Sona,0.0,0.0,0.0,0.0,0.0
800,Rogue,Soraka,0.0,0.0,0.0,1.732050808,0.0
801,Rogue,Swain,0.0,0.0,0.0,0.0,0.0
802,Rogue,Sylas,0.0,0.0,2.449489743,0.0,0.0
803,Rogue,Syndra,0.0,0.0,0.0,0.0,0.0
804,Rogue,Tahm Kench,0.0,0.0,0.0,1.732050808,0.0
805,Rogue,Taliyah,0.0,0.0,2.236067977,0.0,0.0
806,Rogue,Taric,0.0,0.0,0.0,1.414213562,0.0
807,Rogue,Thresh,0.0,0.0,0.0,0.0,0.0
808,Rogue,Tristana,0.0,0.0,0.0,0.0,0.0
809,Rogue,Trundle,0.0,3.16227766,0.0,0.0,0.0
810,Rogue,Tryndamere,0.0,0.0,0.0,0.0,0.0
811,Rogue,Twisted Fate,0.0,0.0,1.414213562,0.0,0.0
812,Rogue,Twitch,0.0,0.0,0.0,0.0,0.0
813,Rogue,Varus,0.0,0.0,0.0,0.0,0.0
814,Rogue,Vayne,0.0,0.0,0.0,0.0,0.0
815,Rogue,Veigar,0.0,0.0,0.0,0.0,0.0
816,Rogue,Vex,0.0,0.0,0.0,0.0,0.0
817,Rogue,Vi,0.0,2.0,0.0,0.0,0.0
818,Rogue,Viego,0.0,1.414213562,0.0,0.0,0.0
819,Rogue,Viktor,0.0,0.0,3.31662479,0.0,0.0
820,Rogue,Volibear,0.0,2.449489743,0.0,0.0,0.0
821,Rogue,Wukong,0.0,2.236067977,0.0,0.0,0.0
822,Rogue,Xayah,0.0,0.0,0.0,0.0,0.0
823,Rogue,Xin Zhao,0.0,2.645751311,0.0,0.0,0.0
824,Rogue,Yasuo,0.0,0.0,0.0,0.0,0.0
825,Rogue,Yone,0.0,0.0,0.0,0.0,0.0
826,Rogue,Yuumi,0.0,0.0,0.0,2.236067977,0.0
827,Rogue,Zac,0.0,0.0,0.0,0.0,1.0
828,Rogue,Zeri,2.449489743,0.0,0.0,0.0,0.0
829,Rogue,Ziggs,0.0,0.0,0.0,0.0,0.0
830,Rogue,Zilean,0.0,0.0,0.0,0.0,0.0
831,Rogue,Zoe,0.0,0.0,0.0,0.0,0.0
832,Rogue,Zyra,0.0,0.0,0.0,0.0,0.0
