,teamname,Champion,bot,jng,mid,sup,top
623,Misfits Gaming,Hecarim,0.0,1.414213562,0.0,0.0,0.0
624,Misfits Gaming,Irelia,0.0,0.0,0.0,0.0,1.0
625,Misfits Gaming,Janna,0.0,0.0,0.0,0.0,0.0
626,Misfits Gaming,Jarvan IV,0.0,1.414213562,0.0,0.0,0.0
627,Misfits Gaming,Jax,0.0,0.0,0.0,0.0,1.414213562
628,Misfits Gaming,Jayce,0.0,0.0,0.0,0.0,1.414213562
629,Misfits Gaming,Jhin,2.0,0.0,0.0,0.0,0.0
630,Misfits Gaming,Jinx,3.31662479,0.0,0.0,0.0,0.0
631,Misfits Gaming,Kai'Sa,1.414213562,0.0,0.0,0.0,0.0
632,Misfits Gaming,Kalista,0.0,0.0,0.0,0.0,0.0
633,Misfits Gaming,Karma,0.0,0.0,0.0,0.0,0.0
634,Misfits Gaming,Karthus,0.0,0.0,0.0,0.0,0.0
635,Misfits Gaming,Kassadin,0.0,0.0,0.0,0.0,0.0
636,Misfits Gaming,Kayle,0.0,0.0,0.0,0.0,0.0
637,Misfits Gaming,Kennen,0.0,0.0,0.0,0.0,1.0
638,Misfits Gaming,Kled,0.0,0.0,0.0,0.0,0.0
639,Misfits Gaming,Kog'Maw,0.0,0.0,0.0,0.0,0.0
640,Misfits Gaming,LeBlanc,0.0,0.0,2.0,0.0,0.0
641,Misfits Gaming,Lee Sin,0.0,3.464101615,0.0,0.0,0.0
642,Misfits Gaming,Leona,0.0,0.0,0.0,3.464101615,0.0
643,Misfits Gaming,Lillia,0.0,1.0,0.0,0.0,0.0
644,Misfits Gaming,Lissandra,0.0,0.0,0.0,0.0,0.0
645,Misfits Gaming,Lucian,0.0,0.0,0.0,0.0,0.0
646,Misfits Gaming,Lulu,0.0,0.0,0.0,1.732050808,0.0
647,Misfits Gaming,Lux,0.0,0.0,0.0,0.0,0.0
648,Misfits Gaming,Malphite,0.0,0.0,0.0,0.0,0.0
649,Misfits Gaming,Malzahar,0.0,0.0,0.0,0.0,0.0
650,Misfits Gaming,Miss Fortune,0.0,0.0,0.0,0.0,0.0
651,Misfits Gaming,Mordekaiser,0.0,0.0,0.0,0.0,0.0
652,Misfits Gaming,Morgana,0.0,0.0,0.0,0.0,0.0
653,Misfits Gaming,Nami,0.0,0.0,0.0,0.0,0.0
654,Misfits Gaming,Nautilus,0.0,0.0,0.0,2.645751311,0.0
655,Misfits Gaming,Nidalee,0.0,0.0,0.0,0.0,0.0
656,Misfits Gaming,Nilah,0.0,0.0,0.0,0.0,0.0
657,Misfits Gaming,Nocturne,0.0,0.0,0.0,0.0,0.0
658,Misfits Gaming,Olaf,0.0,0.0,0.0,0.0,0.0
659,Misfits Gaming,Orianna,0.0,0.0,1.414213562,0.0,0.0
660,Misfits Gaming,Ornn,0.0,0.0,0.0,0.0,2.828427125
661,Misfits Gaming,Pantheon,0.0,0.0,0.0,0.0,0.0
662,Misfits Gaming,Poppy,0.0,2.449489743,0.0,0.0,0.0
663,Misfits Gaming,Pyke,0.0,0.0,0.0,0.0,0.0
664,Misfits Gaming,Qiyana,0.0,0.0,0.0,0.0,0.0
665,Misfits Gaming,Rakan,0.0,0.0,0.0,2.236067977,0.0
666,Misfits Gaming,Rell,0.0,0.0,0.0,0.0,0.0
667,Misfits Gaming,Renata Glasc,0.0,0.0,0.0,1.732050808,0.0
668,Misfits Gaming,Renekton,0.0,0.0,0.0,0.0,2.0
669,Misfits Gaming,Rumble,0.0,0.0,0.0,0.0,0.0
670,Misfits Gaming,Ryze,0.0,0.0,1.0,0.0,0.0
671,Misfits Gaming,Samira,0.0,0.0,0.0,0.0,0.0
672,Misfits Gaming,Sejuani,0.0,1.732050808,0.0,0.0,2.0
673,Misfits Gaming,Senna,1.414213562,0.0,0.0,0.0,0.0
674,Misfits Gaming,Seraphine,0.0,0.0,0.0,0.0,0.0
675,Misfits Gaming,Sett,0.0,0.0,0.0,0.0,0.0
676,Misfits Gaming,Shyvana,0.0,0.0,0.0,0.0,1.0
677,Misfits Gaming,Sion,0.0,0.0,0.0,0.0,0.0
678,Misfits Gaming,Sivir,3.0,0.0,0.0,0.0,0.0
679,Misfits Gaming,Skarner,0.0,1.414213562,0.0,0.0,0.0
680,Misfits Gaming,Sona,0.0,0.0,0.0,0.0,0.0
681,Misfits Gaming,Soraka,0.0,0.0,0.0,1.0,0.0
682,Misfits Gaming,Swain,0.0,0.0,0.0,0.0,0.0
683,Misfits Gaming,Sylas,0.0,0.0,3.31662479,0.0,0.0
684,Misfits Gaming,Syndra,0.0,0.0,1.732050808,0.0,0.0
685,Misfits Gaming,Tahm Kench,0.0,0.0,0.0,2.0,0.0
686,Misfits Gaming,Taliyah,0.0,0.0,1.414213562,0.0,0.0
687,Misfits Gaming,Taric,0.0,0.0,0.0,0.0,0.0
688,Misfits Gaming,Thresh,0.0,0.0,0.0,2.236067977,0.0
689,Misfits Gaming,Tristana,0.0,0.0,0.0,0.0,0.0
690,Misfits Gaming,Trundle,0.0,2.0,0.0,0.0,0.0
691,Misfits Gaming,Tryndamere,0.0,0.0,0.0,0.0,0.0
692,Misfits Gaming,Twisted Fate,0.0,0.0,0.0,0.0,0.0
693,Misfits Gaming,Twitch,1.0,0.0,0.0,0.0,0.0
694,Misfits Gaming,Varus,0.0,0.0,0.0,0.0,0.0
695,Misfits Gaming,Vayne,0.0,0.0,0.0,0.0,0.0
696,Misfits Gaming,Veigar,0.0,0.0,0.0,0.0,0.0
697,Misfits Gaming,Vex,0.0,0.0,1.0,0.0,0.0
698,Misfits Gaming,Vi,0.0,1.414213562,0.0,0.0,0.0
699,Misfits Gaming,Viego,0.0,2.449489743,0.0,0.0,0.0
700,Misfits Gaming,Viktor,0.0,0.0,1.732050808,0.0,0.0
701,Misfits Gaming,Volibear,0.0,0.0,0.0,0.0,0.0
702,Misfits Gaming,Wukong,0.0,1.732050808,0.0,0.0,0.0
703,Misfits Gaming,Xayah,2.0,0.0,0.0,0.0,0.0
704,Misfits Gaming,Xin Zhao,0.0,2.449489743,0.0,0.0,0.0
705,Misfits Gaming,Yasuo,0.0,0.0,1.414213562,0.0,0.0
706,Misfits Gaming,Yone,0.0,0.0,0.0,0.0,0.0
707,Misfits Gaming,Yuumi,0.0,0.0,0.0,2.236067977,0.0
708,Misfits Gaming,Zac,0.0,0.0,0.0,0.0,0.0
709,Misfits Gaming,Zeri,3.0,0.0,0.0,0.0,0.0
710,Misfits Gaming,Ziggs,0.0,0.0,0.0,0.0,0.0
711,Misfits Gaming,Zilean,0.0,0.0,0.0,0.0,0.0
712,Misfits Gaming,Zoe,0.0,0.0,2.0,0.0,0.0
713,Misfits Gaming,Zyra,0.0,0.0,0.0,0.0,0.0
