,teamname,Champion,bot,jng,mid,sup,top
512,MAD Lions,Kai'Sa,0.0,0.0,0.0,0.0,0.0
513,MAD Lions,Kalista,1.732050808,0.0,0.0,0.0,0.0
514,MAD Lions,Karma,0.0,0.0,0.0,0.0,0.0
515,MAD Lions,Karthus,1.0,0.0,0.0,0.0,0.0
516,MAD Lions,Kassadin,0.0,0.0,0.0,0.0,0.0
517,MAD Lions,Kayle,0.0,0.0,0.0,0.0,0.0
518,MAD Lions,Kennen,0.0,0.0,0.0,0.0,1.732050808
519,MAD Lions,Kled,0.0,0.0,0.0,0.0,0.0
520,MAD Lions,Kog'Maw,0.0,0.0,0.0,0.0,0.0
521,MAD Lions,LeBlanc,0.0,0.0,0.0,0.0,0.0
522,MAD Lions,Lee Sin,0.0,2.828427125,0.0,0.0,0.0
523,MAD Lions,Leona,0.0,0.0,0.0,2.0,0.0
524,MAD Lions,Lillia,0.0,0.0,0.0,0.0,0.0
525,MAD Lions,Lissandra,0.0,0.0,1.732050808,0.0,0.0
526,MAD Lions,Lucian,1.732050808,0.0,0.0,0.0,0.0
527,MAD Lions,Lulu,0.0,0.0,0.0,1.732050808,0.0
528,MAD Lions,Lux,0.0,0.0,0.0,0.0,0.0
529,MAD Lions,Malphite,0.0,0.0,0.0,0.0,0.0
530,MAD Lions,Malzahar,0.0,0.0,0.0,0.0,0.0
531,MAD Lions,Miss Fortune,0.0,0.0,0.0,0.0,0.0
532,MAD Lions,Mordekaiser,0.0,0.0,0.0,0.0,0.0
533,MAD Lions,Morgana,0.0,0.0,0.0,0.0,0.0
534,MAD Lions,Nami,0.0,0.0,0.0,1.732050808,0.0
535,MAD Lions,Nautilus,0.0,0.0,0.0,3.464101615,0.0
536,MAD Lions,Nidalee,0.0,1.0,0.0,0.0,0.0
537,MAD Lions,Nilah,1.0,0.0,0.0,0.0,0.0
538,MAD Lions,Nocturne,0.0,0.0,1.0,0.0,0.0
539,MAD Lions,Olaf,0.0,0.0,0.0,0.0,0.0
540,MAD Lions,Orianna,0.0,0.0,0.0,0.0,0.0
541,MAD Lions,Ornn,0.0,0.0,0.0,0.0,2.236067977
542,MAD Lions,Pantheon,0.0,0.0,0.0,0.0,0.0
543,MAD Lions,Poppy,0.0,2.236067977,0.0,0.0,0.0
544,MAD Lions,Pyke,0.0,0.0,0.0,1.0,0.0
545,MAD Lions,Qiyana,0.0,0.0,0.0,0.0,0.0
546,MAD Lions,Rakan,0.0,0.0,0.0,2.449489743,0.0
547,MAD Lions,Rell,0.0,0.0,0.0,1.0,0.0
548,MAD Lions,Renata Glasc,0.0,0.0,0.0,1.414213562,0.0
549,MAD Lions,Renekton,0.0,0.0,1.0,0.0,2.236067977
550,MAD Lions,Rumble,0.0,0.0,0.0,0.0,0.0
551,MAD Lions,Ryze,0.0,0.0,1.732050808,0.0,0.0
552,MAD Lions,Samira,1.0,0.0,0.0,0.0,0.0
553,MAD Lions,Sejuani,0.0,0.0,0.0,0.0,1.414213562
554,MAD Lions,Senna,0.0,0.0,0.0,0.0,0.0
555,MAD Lions,Seraphine,0.0,0.0,0.0,0.0,0.0
556,MAD Lions,Sett,0.0,0.0,0.0,0.0,0.0
557,MAD Lions,Shyvana,0.0,0.0,0.0,0.0,0.0
558,MAD Lions,Sion,0.0,0.0,0.0,0.0,0.0
559,MAD Lions,Sivir,2.0,0.0,0.0,0.0,0.0
560,MAD Lions,Skarner,0.0,0.0,0.0,0.0,0.0
561,MAD Lions,Sona,0.0,0.0,0.0,0.0,0.0
562,MAD Lions,Soraka,0.0,0.0,0.0,0.0,0.0
563,MAD Lions,Swain,0.0,0.0,1.732050808,0.0,0.0
564,MAD Lions,Sylas,0.0,0.0,2.236067977,0.0,0.0
565,MAD Lions,Syndra,0.0,0.0,0.0,0.0,0.0
566,MAD Lions,Tahm Kench,0.0,0.0,0.0,0.0,0.0
567,MAD Lions,Taliyah,0.0,0.0,2.645751311,0.0,0.0
568,MAD Lions,Taric,0.0,0.0,0.0,0.0,0.0
569,MAD Lions,Thresh,0.0,0.0,0.0,1.732050808,0.0
570,MAD Lions,Tristana,0.0,0.0,0.0,0.0,0.0
571,MAD Lions,Trundle,0.0,2.449489743,0.0,0.0,0.0
572,MAD Lions,Tryndamere,0.0,0.0,0.0,0.0,0.0
573,MAD Lions,Twisted Fate,0.0,0.0,2.449489743,0.0,0.0
574,MAD Lions,Twitch,1.0,0.0,0.0,0.0,0.0
575,MAD Lions,Varus,1.414213562,0.0,0.0,0.0,0.0
576,MAD Lions,Vayne,0.0,0.0,0.0,0.0,0.0
577,MAD Lions,Veigar,0.0,0.0,0.0,0.0,0.0
578,MAD Lions,Vex,0.0,0.0,1.414213562,0.0,0.0
579,MAD Lions,Vi,0.0,1.732050808,0.0,0.0,0.0
580,MAD Lions,Viego,0.0,2.449489743,0.0,0.0,0.0
581,MAD Lions,Viktor,0.0,0.0,2.236067977,0.0,0.0
582,MAD Lions,Volibear,0.0,1.0,0.0,0.0,0.0
583,MAD Lions,Wukong,0.0,2.645751311,0.0,0.0,1.0
584,MAD Lions,Xayah,0.0,0.0,0.0,0.0,0.0
585,MAD Lions,Xin Zhao,0.0,1.0,0.0,0.0,0.0
586,MAD Lions,Yasuo,0.0,0.0,1.414213562,0.0,0.0
587,MAD Lions,Yone,0.0,0.0,0.0,0.0,0.0
588,MAD Lions,Yuumi,0.0,0.0,0.0,2.449489743,0.0
589,MAD Lions,Zac,0.0,0.0,0.0,0.0,0.0
590,MAD Lions,Zeri,2.828427125,0.0,0.0,0.0,0.0
591,MAD Lions,Ziggs,0.0,0.0,0.0,0.0,0.0
592,MAD Lions,Zilean,0.0,0.0,0.0,1.0,0.0
593,MAD Lions,Zoe,0.0,0.0,1.0,0.0,0.0
594,MAD Lions,Zyra,0.0,0.0,0.0,0.0,0.0
